transaction_id,user_id,merchant_id,amount,status,payment_method,transaction_date,device
T695213,U12496,M1243,NGN 10474,Pending,USSD,11/5/2025,POS
T234797,U11200,M1311,45652,Pending,USSD,7/21/2024,Mobile
T992253,U11733,M1298,1935,success,Card,8/7/2024,Web
T633296,U14233,M1207,47360,success,USSD,7/16/2024,Mobile
T994026,U14104,M1160,NGN 38578,FAILED,,10/10/2025,POS
T650750,U13948,M1089,11183,Pending,Card,9/7/2025,Mobile
T335746,U12533,M1105,₦22537,success,USSD,5/24/2024,POS
T781570,U11613,M1182,7937,Pending,Card,11/21/2025,POS
T877391,U11659,M1186,NGN 15066,Success,,8/19/2024,Mobile
T632064,U10550,M1138,NGN 21695,Success,Card,14/12/2024,POS
T360017,U12004,M1131,NGN 34371,success,Transfer,3/2/2025,POS
T578219,U11453,M1020,NGN 47114,FAILED,USSD,6/6/2025,POS
T868959,U10521,M1463,₦12552,FAILED,Card,1/23/2026,Mobile
T714127,U14761,M1244,16086,Success,Card,2/2/2025,POS
T305967,U13918,M1059,4887,Success,,10/5/2024,Mobile
T718005,U11761,M1306,35644,FAILED,Card,7/29/2025,Web
T854955,U13626,M1398,NGN 7408,success,,5/23/2024,Web
T526947,U14926,M1138,49550,success,USSD,10/21/2024,Web
T397539,U12454,M1135,NGN 33798,success,USSD,7/11/2024,POS
T627499,U12529,M1320,36883,Success,Transfer,20/05/2025,Mobile
T634299,U13854,M1253,₦21019,success,Card,28/02/2025,POS
T199161,U13630,M1175,NGN 20064,success,Transfer,2/23/2026,Mobile
T422122,U14110,M1156,14073,Pending,Card,6/27/2024,Web
T320507,U14677,M1344,₦40045,FAILED,Transfer,12/27/2025,Web
T993761,U11293,M1312,NGN 11357,success,USSD,8/25/2025,Web
T724143,U13415,M1399,NGN 42927,FAILED,Transfer,26/01/2025,Web
T488802,U11187,M1156,19997,FAILED,USSD,18/08/2025,Web
T690648,U13223,M1390,27972,Success,,4/24/2025,Web
T777162,U11146,M1499,23274,FAILED,Card,6/3/2025,Mobile
T794214,U12096,M1150,13771,Success,USSD,17/11/2025,Web
T685176,U14587,M1378,₦21444,success,,2/10/2025,Mobile
T354948,U11314,M1166,NGN 4977,Pending,,7/30/2025,POS
T821211,U13989,M1127,25663,Pending,Card,1/25/2025,Mobile
T459338,U12261,M1275,42018,Pending,USSD,9/17/2024,Web
T886249,U10606,M1166,NGN 8900,Pending,Transfer,11/1/2024,POS
T701975,U11638,M1287,₦19685,Pending,Transfer,28/05/2025,POS
T899840,U12135,M1285,NGN 35921,FAILED,Card,10/8/2025,Mobile
T845959,U12571,M1490,45926,Pending,Transfer,1/18/2025,Web
T338742,U13774,M1185,30792,success,USSD,23/01/2025,POS
T124262,U11149,M1061,NGN 49098,Pending,,28/03/2026,Web
T972073,U14328,M1030,NGN 3247,FAILED,Card,7/6/2025,Web
T628704,U12679,M1404,NGN 2202,Pending,USSD,6/4/2024,Web
T170369,U10618,M1289,₦41674,Success,Transfer,12/18/2024,Mobile
T591202,U14997,M1332,₦37712,Success,,4/8/2025,Web
T874831,U11246,M1333,29675,Success,Transfer,9/4/2024,POS
T576102,U14323,M1399,NGN 22369,Pending,Card,6/2/2026,POS
T106662,U13194,M1009,₦19355,success,USSD,18/05/2024,Mobile
T997135,U11825,M1299,NGN 17064,FAILED,,9/17/2024,POS
T907327,U14705,M1473,13228,success,Transfer,10/16/2025,Mobile
T290407,U10826,M1013,NGN 20316,Success,Transfer,10/11/2025,Web
T443367,U12583,M1475,₦4639,success,Transfer,11/6/2024,Mobile
T384245,U11908,M1479,₦27905,FAILED,Card,8/31/2024,Web
T974677,U13072,M1013,8168,success,,1/24/2025,Web
T518568,U11627,M1105,28840,Success,Card,12/21/2024,POS
T859712,U14231,M1062,₦37999,success,Card,13/04/2025,POS
T475799,U12595,M1212,₦39739,success,Card,4/28/2025,Web
T367685,U14167,M1057,31424,Success,Card,30/01/2025,Web
T999146,U10819,M1181,26334,FAILED,Card,29/11/2025,POS
T340500,U10691,M1333,NGN 19806,Pending,,12/24/2024,Web
T778805,U12648,M1023,₦47916,success,Transfer,5/13/2024,Mobile
T643814,U11275,M1071,NGN 8485,Pending,Card,5/25/2025,POS
T875788,U12400,M1190,NGN 13851,Pending,Transfer,5/5/2025,Mobile
T643791,U11240,M1379,NGN 11545,success,USSD,2/19/2026,Mobile
T621724,U11671,M1156,2064,FAILED,USSD,6/29/2024,Web
T921316,U10211,M1169,₦1966,Pending,Card,8/20/2024,Mobile
T148758,U14419,M1193,NGN 26816,success,Transfer,4/15/2026,Mobile
T333517,U10754,M1214,₦22950,Success,,7/9/2024,Web
T561809,U11101,M1438,NGN 35274,Success,USSD,20/01/2025,Web
T234425,U12645,M1336,NGN 16933,FAILED,Card,3/9/2025,Web
T971460,U14679,M1100,₦49168,success,Transfer,12/25/2024,Mobile
T186181,U10776,M1367,43301,FAILED,Card,6/4/2025,Mobile
T293595,U12466,M1168,NGN 16527,Pending,USSD,12/19/2025,Web
T492975,U11189,M1296,NGN 27757,Success,,9/17/2024,Mobile
T291021,U10117,M1073,NGN 13069,Success,Transfer,1/14/2025,Web
T112281,U14686,M1246,21237,FAILED,Transfer,4/4/2025,POS
T574065,U11759,M1232,NGN 26685,FAILED,,1/8/2025,POS
T787300,U14214,M1473,18404,FAILED,Transfer,27/10/2025,Web
T909508,U14496,M1233,NGN 32039,Success,USSD,9/27/2024,Web
T919938,U12993,M1218,NGN 4236,Success,Transfer,5/3/2024,Mobile
T970399,U10910,M1061,NGN 30078,FAILED,Transfer,27/12/2025,Web
T557351,U14532,M1481,₦29759,success,,7/8/2025,Mobile
T980817,U11817,M1397,₦9387,success,USSD,1/13/2025,POS
T690225,U14346,M1268,₦10046,FAILED,Transfer,7/27/2024,POS
T492662,U11300,M1051,NGN 11028,success,Transfer,9/11/2024,Mobile
T739280,U13473,M1439,₦35543,FAILED,Card,9/2/2025,Web
T647093,U13450,M1457,25644,Pending,USSD,4/16/2026,POS
T100370,U10613,M1128,NGN 19760,FAILED,Transfer,5/31/2025,POS
T170060,U10485,M1386,39027,success,Transfer,6/9/2025,Mobile
T510243,U11306,M1330,15990,Pending,Transfer,10/16/2024,Web
T337298,U12262,M1071,4722,Success,Transfer,2/26/2026,Web
T804892,U12256,M1389,9432,Success,Card,8/23/2025,Web
T207596,U14902,M1241,₦34456,Pending,USSD,2/11/2026,POS
T739668,U13722,M1078,₦48787,FAILED,USSD,7/22/2024,Web
T218318,U13821,M1218,NGN 16841,success,,2/11/2025,Mobile
T208055,U10725,M1374,NGN 34364,FAILED,Transfer,5/20/2025,Web
T553485,U13454,M1029,NGN 46079,Success,USSD,5/28/2024,POS
T363895,U14160,M1168,18179,FAILED,USSD,6/27/2024,Mobile
T847734,U13977,M1124,NGN 6727,Pending,Transfer,10/13/2025,Web
T378663,U10851,M1399,NGN 43722,Pending,,3/31/2026,POS
T501171,U10344,M1308,₦43849,Success,Card,2/7/2026,Mobile
T708302,U14946,M1215,23738,Success,USSD,3/22/2026,Web
T701195,U14282,M1019,30295,Pending,Card,12/8/2024,POS
T125317,U12694,M1050,11944,Pending,Card,9/17/2024,Web
T476007,U12818,M1180,₦16714,FAILED,,10/28/2025,Web
T833064,U12155,M1393,₦30128,success,USSD,8/24/2024,Web
T465469,U11409,M1432,49469,Success,USSD,27/05/2025,POS
T875798,U11864,M1162,35373,Success,Card,1/31/2026,Web
T752004,U14073,M1327,₦20607,Pending,Transfer,14/09/2024,POS
T467624,U12760,M1412,31913,FAILED,Transfer,6/27/2024,Web
T216895,U11554,M1297,1143,FAILED,Transfer,12/11/2024,POS
T179623,U11627,M1047,₦45689,Pending,USSD,10/26/2025,POS
T658710,U12898,M1203,₦22392,Pending,Card,5/12/2025,Web
T697800,U10673,M1165,₦40301,Pending,Card,11/19/2025,POS
T799946,U12242,M1013,10258,success,Transfer,8/3/2024,Mobile
T779367,U11769,M1074,₦28959,FAILED,Transfer,4/24/2025,POS
T978634,U13595,M1212,NGN 31771,success,,7/8/2024,POS
T519028,U14714,M1454,38169,FAILED,USSD,10/5/2024,Web
T482221,U11922,M1163,NGN 24363,FAILED,Card,3/30/2025,Mobile
T967641,U12022,M1407,NGN 21180,success,Card,2/14/2025,POS
T661365,U12568,M1053,NGN 31277,success,USSD,8/4/2025,POS
T680987,U11834,M1238,42368,Success,,10/8/2024,Web
T719774,U13573,M1033,₦32680,Success,,6/14/2024,POS
T464488,U13904,M1444,NGN 3871,success,Card,3/4/2025,Web
T853788,U12261,M1291,4386,Success,,13/03/2026,POS
T515494,U11762,M1338,8839,FAILED,USSD,17/12/2024,Mobile
T937200,U14161,M1484,37446,success,USSD,10/11/2024,POS
T846705,U12935,M1300,₦3571,Success,Card,7/11/2025,Web
T269038,U11594,M1127,NGN 47966,success,Transfer,2/27/2025,POS
T864062,U10978,M1169,₦32538,Success,,11/28/2024,POS
T506271,U13338,M1195,NGN 45015,Pending,Transfer,1/10/2024,Mobile
T426312,U12909,M1090,NGN 6382,Pending,USSD,12/8/2024,Mobile
T373159,U13288,M1102,₦12195,FAILED,Card,23/05/2024,Web
T198595,U14291,M1131,₦49370,Success,Card,6/24/2025,Web
T276698,U10014,M1493,NGN 6358,Success,Card,6/9/2024,Web
T128996,U14653,M1288,20171,Success,Transfer,9/28/2024,POS
T622401,U11489,M1274,₦40789,FAILED,Card,12/31/2024,Mobile
T492343,U14702,M1090,39403,success,Transfer,23/03/2026,Mobile
T140657,U14403,M1454,₦40868,FAILED,USSD,3/19/2026,Web
T289180,U14834,M1265,₦44863,Success,,7/1/2024,POS
T742978,U12763,M1480,10274,Pending,,3/8/2026,POS
T168643,U12771,M1126,36437,success,Transfer,22/03/2025,Mobile
T143610,U12935,M1030,26595,Success,Card,8/17/2025,POS
T652953,U14612,M1294,NGN 21107,Pending,Transfer,18/09/2025,Web
T569661,U11622,M1149,NGN 8978,Pending,,31/01/2025,Web
T614290,U10195,M1251,₦5499,FAILED,,8/17/2024,Web
T621786,U12352,M1394,NGN 20147,Success,Card,3/25/2026,Mobile
T716006,U14679,M1277,₦20227,FAILED,Card,11/15/2025,Mobile
T417661,U13153,M1096,3193,Success,,1/12/2026,POS
T990472,U11460,M1260,34439,Success,Transfer,7/22/2024,Web
T332329,U12623,M1037,NGN 12270,success,,6/2/2025,POS
T742794,U10127,M1023,42070,success,Card,15/12/2024,Mobile
T791634,U12709,M1090,15854,success,USSD,27/05/2025,Mobile
T248551,U14904,M1126,NGN 10318,FAILED,,4/28/2024,POS
T756608,U12537,M1104,NGN 46641,FAILED,,4/20/2025,Mobile
T963559,U13388,M1193,27355,success,,13/05/2024,POS
T756971,U13239,M1021,NGN 783,Pending,Transfer,10/23/2024,POS
T173950,U10937,M1059,₦14712,Pending,Card,2/12/2025,POS
T275496,U12101,M1489,NGN 21555,Pending,USSD,12/22/2025,Web
T997065,U14670,M1133,₦18758,Success,,8/12/2024,Mobile
T987571,U14079,M1102,₦36456,Success,,24/04/2024,Mobile
T339751,U10311,M1426,7401,success,Card,2/10/2025,Mobile
T557125,U13038,M1224,NGN 15943,success,,7/6/2025,Mobile
T628083,U11548,M1393,₦43542,FAILED,Card,5/6/2025,Mobile
T457928,U12054,M1471,₦10108,FAILED,,9/9/2025,POS
T510320,U13113,M1078,3798,Success,Transfer,7/25/2025,POS
T452204,U13595,M1012,12836,Success,Transfer,2/16/2026,POS
T683902,U11319,M1073,NGN 18961,FAILED,Card,11/13/2024,POS
T529836,U14243,M1273,₦4368,success,USSD,12/6/2024,Mobile
T208834,U11914,M1003,9503,Success,Card,23/06/2025,POS
T998632,U11839,M1390,NGN 7940,Success,Card,6/17/2024,POS
T699252,U13162,M1144,NGN 31323,Pending,,7/11/2024,Mobile
T614391,U12048,M1176,NGN 44853,Pending,,12/15/2024,Web
T477629,U11833,M1073,35257,success,,11/6/2025,Mobile
T875952,U10171,M1221,24222,success,Card,22/03/2026,Web
T667802,U11859,M1205,₦46675,FAILED,Transfer,30/03/2025,Web
T582954,U13705,M1227,27476,Pending,USSD,17/08/2025,Web
T518259,U11090,M1370,NGN 43705,success,Transfer,3/20/2026,POS
T695996,U11594,M1485,NGN 12615,FAILED,,6/21/2024,Web
T775282,U12514,M1109,24663,success,,5/30/2025,POS
T574291,U12460,M1463,NGN 42845,Pending,Card,8/2/2024,Mobile
T678492,U11283,M1337,22230,Pending,Transfer,7/1/2026,Mobile
T316481,U13161,M1290,NGN 45579,success,USSD,11/21/2024,POS
T906606,U11276,M1328,37020,success,Transfer,2/12/2025,Web
T357633,U11069,M1390,30808,FAILED,Card,8/11/2025,Mobile
T189915,U10175,M1004,₦4383,FAILED,Card,5/11/2024,Web
T879704,U11233,M1490,₦13404,FAILED,Card,26/11/2025,POS
T711790,U13658,M1243,20776,success,USSD,28/04/2025,Mobile
T267575,U11245,M1083,36923,Success,,11/27/2024,POS
T759221,U13846,M1358,36296,success,Card,4/19/2025,Mobile
T201784,U10322,M1069,29257,Pending,,3/4/2025,Mobile
T714649,U12968,M1476,1407,success,,3/4/2025,Web
T694315,U12816,M1453,44124,Success,USSD,7/12/2024,Mobile
T754344,U12458,M1346,8943,success,Card,3/4/2025,Mobile
T436276,U12394,M1364,₦41664,FAILED,,10/29/2025,POS
T538030,U11384,M1186,38787,success,USSD,4/30/2024,Mobile
T434042,U11367,M1026,NGN 32187,success,USSD,16/09/2025,Web
T453913,U10331,M1139,NGN 28473,Pending,Card,28/03/2026,POS
T236996,U10087,M1376,NGN 2156,Success,USSD,19/12/2024,Mobile
T498476,U13181,M1018,NGN 30909,FAILED,,10/6/2025,Web
T995092,U13477,M1208,NGN 33692,FAILED,Transfer,23/12/2025,POS
T679215,U11580,M1250,17243,FAILED,Card,13/10/2024,POS
T944601,U12610,M1441,NGN 5657,Success,Card,12/30/2025,Mobile
T178029,U11450,M1191,₦16022,success,Transfer,6/17/2025,Mobile
T858232,U10110,M1377,732,Success,Transfer,1/19/2026,POS
T761654,U12710,M1402,NGN 30296,Success,Card,5/11/2024,POS
T309213,U10664,M1095,₦9190,Success,Card,1/11/2025,POS
T320430,U10409,M1367,₦15374,Pending,USSD,9/7/2025,POS
T599168,U11616,M1362,12724,success,,26/02/2025,POS
T720559,U10501,M1226,₦44412,Success,Card,1/13/2025,Mobile
T250882,U14440,M1294,₦17353,Success,Card,11/10/2024,Mobile
T893023,U11865,M1083,21163,FAILED,,9/16/2025,POS
T328860,U13494,M1128,18804,success,Card,7/11/2025,POS
T395120,U11321,M1033,₦16593,Success,,28/01/2026,POS
T749954,U13523,M1040,NGN 4058,Pending,Card,12/14/2024,POS
T433864,U14818,M1394,5882,Success,USSD,9/17/2024,Web
T475508,U13935,M1189,29642,FAILED,,14/07/2024,POS
T299528,U11868,M1300,₦48922,Success,USSD,10/6/2025,Web
T440124,U13303,M1237,30354,Pending,Transfer,11/2/2024,POS
T504293,U13437,M1486,₦49288,success,USSD,16/04/2025,POS
T518820,U12995,M1007,9890,success,Transfer,11/30/2024,Mobile
T199453,U10134,M1200,14320,success,USSD,2/10/2025,Mobile
T621480,U13213,M1081,1520,FAILED,Transfer,10/5/2025,Web
T858885,U14088,M1221,39868,success,,2/1/2025,Mobile
T211161,U10548,M1487,23258,Pending,USSD,4/2/2025,Mobile
T618239,U11772,M1213,34097,Success,USSD,4/7/2025,Mobile
T761084,U12544,M1350,NGN 22289,Pending,Card,8/30/2025,Mobile
T395590,U12794,M1371,34810,success,USSD,12/31/2024,Web
T118570,U13662,M1189,4236,success,Transfer,4/7/2024,POS
T427718,U13900,M1402,15398,FAILED,USSD,9/24/2024,Mobile
T437466,U14688,M1497,₦8431,success,Transfer,30/07/2024,POS
T120339,U12567,M1261,₦30885,Pending,Transfer,5/31/2024,Web
T654943,U14021,M1236,NGN 5428,FAILED,Card,28/06/2025,Web
T929718,U12262,M1364,₦12760,FAILED,Card,13/09/2025,Mobile
T763821,U10025,M1167,14736,Pending,Transfer,16/01/2025,Web
T429429,U14954,M1452,NGN 31865,success,Transfer,10/27/2024,POS
T409979,U10496,M1376,₦7988,FAILED,Transfer,4/4/2025,Web
T958350,U10089,M1152,46017,success,Transfer,20/09/2025,Mobile
T783288,U13452,M1040,1988,Pending,Transfer,8/10/2024,POS
T682236,U11285,M1304,25136,FAILED,Card,29/01/2025,Web
T307388,U14968,M1232,18184,success,Transfer,22/04/2024,Mobile
T154970,U12674,M1282,8220,FAILED,Transfer,4/7/2025,POS
T676850,U10208,M1321,24677,FAILED,,4/15/2026,Web
T976686,U10282,M1329,40278,FAILED,Card,6/11/2025,Mobile
T852112,U11080,M1254,₦47467,Success,Transfer,1/4/2025,Mobile
T271318,U11925,M1047,34360,FAILED,USSD,6/24/2025,Web
T887324,U10569,M1252,22616,Success,,4/17/2026,Web
T262512,U14490,M1421,₦45620,success,,11/16/2025,Mobile
T338442,U11960,M1028,NGN 17188,Success,Card,3/31/2026,POS
T601946,U10347,M1021,₦14879,success,Transfer,10/21/2025,POS
T438637,U13174,M1387,NGN 21036,Pending,Card,1/13/2026,Web
T124655,U13399,M1281,₦32358,Success,Transfer,1/13/2026,Mobile
T340654,U14773,M1251,₦13786,FAILED,Card,6/10/2024,Web
T969307,U11344,M1203,₦33467,success,Card,4/3/2025,POS
T395087,U12176,M1284,40915,Pending,Transfer,8/16/2024,POS
T450733,U11603,M1167,16895,Pending,Card,9/24/2025,Web
T130217,U13649,M1308,NGN 29699,Pending,Transfer,5/12/2024,Mobile
T506272,U10874,M1380,₦2830,success,USSD,2/14/2025,POS
T722076,U12485,M1184,14147,Success,Transfer,4/6/2026,Web
T635926,U10195,M1158,₦14308,success,Transfer,12/12/2025,Mobile
T854914,U13183,M1368,32841,Pending,,11/30/2024,Mobile
T603500,U14594,M1305,32322,success,Card,11/8/2024,Mobile
T994101,U10255,M1317,₦117,Success,USSD,2/22/2026,Web
T499948,U14653,M1492,₦29267,Success,Card,10/3/2025,Mobile
T300053,U13466,M1379,42421,Success,USSD,6/8/2024,POS
T411919,U10286,M1460,₦1567,FAILED,Transfer,23/02/2025,Web
T226169,U10248,M1450,13512,success,Card,11/22/2024,Mobile
T346208,U13729,M1445,NGN 47601,FAILED,USSD,3/23/2025,POS
T603028,U10518,M1374,NGN 37011,success,Transfer,1/15/2025,Web
T495758,U10244,M1019,44534,Pending,,14/07/2025,Mobile
T704777,U10360,M1336,₦969,FAILED,USSD,5/12/2025,Web
T940896,U12189,M1012,NGN 13384,FAILED,Transfer,10/28/2024,POS
T949717,U10015,M1332,₦29459,Pending,,6/29/2025,POS
T149591,U12347,M1186,₦48762,FAILED,,30/01/2025,POS
T491399,U13041,M1371,NGN 10841,success,USSD,8/23/2025,POS
T526772,U11425,M1297,22827,FAILED,,26/10/2025,Web
T953779,U14051,M1345,NGN 9775,Pending,USSD,16/09/2024,Mobile
T365499,U11127,M1170,39562,Pending,,12/13/2025,POS
T144832,U12813,M1259,NGN 10866,success,USSD,3/3/2025,POS
T267172,U14699,M1071,₦48910,Pending,Card,31/12/2025,Mobile
T670421,U10343,M1266,₦32958,Success,USSD,12/2/2025,POS
T875643,U11857,M1350,NGN 10893,FAILED,,6/20/2025,Web
T977101,U13058,M1280,48062,Pending,Transfer,11/13/2024,Web
T527817,U10871,M1115,NGN 49240,Pending,Transfer,1/27/2026,Mobile
T100625,U14132,M1409,₦47037,Pending,Transfer,5/16/2025,POS
T353580,U13326,M1155,₦20190,Success,Transfer,7/16/2024,Mobile
T410152,U10991,M1106,₦2138,Success,Card,1/7/2025,Web
T542412,U12928,M1338,7895,Success,USSD,23/10/2025,Web
T318573,U12488,M1219,NGN 24670,Pending,Card,4/24/2025,Web
T624282,U12618,M1179,₦2165,FAILED,,9/2/2026,POS
T543234,U14809,M1317,6522,Pending,Card,17/11/2025,Mobile
T895921,U10711,M1243,32045,Success,Card,11/2/2024,POS
T761964,U10770,M1232,46998,FAILED,Transfer,10/5/2025,Web
T438556,U12537,M1282,NGN 2350,Pending,Transfer,11/29/2024,Web
T110793,U11051,M1303,NGN 6322,Success,,11/13/2024,POS
T585679,U12250,M1356,NGN 11977,Pending,Card,11/6/2025,POS
T832133,U14233,M1251,₦7811,Pending,USSD,10/25/2025,Mobile
T730320,U12714,M1218,₦19124,success,Card,4/18/2025,Web
T361140,U10046,M1198,NGN 31966,success,,6/4/2024,Web
T334275,U12785,M1443,NGN 12071,Pending,Transfer,3/3/2025,Web
T221728,U10831,M1084,₦46026,success,Card,24/04/2025,Web
T932923,U13522,M1010,NGN 24130,FAILED,Card,6/6/2024,Web
T392450,U13574,M1285,NGN 2297,Pending,Card,4/22/2025,Mobile
T796990,U12929,M1243,17321,success,Transfer,1/9/2026,Mobile
T190573,U14672,M1095,NGN 10716,success,,7/27/2024,POS
T684443,U12154,M1244,₦24565,success,,2/5/2026,POS
T343529,U11658,M1075,2705,success,,11/19/2025,Web
T634979,U10099,M1057,NGN 4031,FAILED,Card,14/10/2025,Mobile
T355512,U13935,M1410,₦21040,success,,15/06/2024,Web
T203858,U11412,M1198,NGN 14132,Success,Transfer,6/7/2025,Mobile
T252465,U10557,M1244,NGN 33514,Success,Transfer,10/27/2024,POS
T533595,U12963,M1480,₦49475,FAILED,,2/1/2026,Web
T436055,U13232,M1014,₦2912,FAILED,,3/6/2024,POS
T884972,U11043,M1245,NGN 14827,Pending,Transfer,8/11/2025,POS
T401599,U14072,M1395,₦34261,Pending,Card,9/4/2026,Mobile
T188963,U11192,M1395,NGN 36910,Success,USSD,12/11/2024,Web
T587070,U12797,M1155,NGN 18504,FAILED,USSD,27/12/2025,POS
T504848,U14829,M1355,NGN 32067,success,,3/10/2025,Mobile
T613462,U12805,M1272,NGN 45413,Success,USSD,2/17/2026,Web
T402982,U14869,M1262,₦17876,FAILED,USSD,12/26/2025,POS
T465442,U12509,M1098,12634,Pending,USSD,18/08/2024,POS
T802215,U11542,M1393,NGN 27877,success,USSD,11/19/2024,POS
T479046,U14446,M1283,45056,success,,4/11/2025,POS
T222904,U12387,M1326,₦11464,success,USSD,10/4/2025,POS
T493214,U12012,M1200,32668,FAILED,,12/4/2024,Web
T367099,U14964,M1036,9690,Success,,5/6/2025,Web
T169778,U11547,M1415,314,Pending,,3/12/2026,POS
T635946,U14648,M1215,₦18259,FAILED,Card,24/11/2024,POS
T724187,U10885,M1243,32183,Pending,USSD,1/2/2026,Mobile
T228887,U12960,M1389,₦11968,Success,Card,24/12/2024,Mobile
T661221,U12198,M1065,₦36045,Pending,Transfer,1/22/2026,POS
T162788,U10080,M1057,37230,FAILED,USSD,5/5/2024,Mobile
T331145,U14945,M1292,15205,FAILED,Transfer,7/26/2025,Mobile
T712494,U12594,M1390,₦36387,success,,7/10/2025,POS
T118287,U11313,M1046,NGN 40489,FAILED,,6/22/2025,Mobile
T986447,U13329,M1113,₦16234,Pending,Transfer,6/19/2024,Mobile
T212603,U10025,M1122,NGN 18415,FAILED,,5/2/2025,POS
T567838,U11748,M1118,₦25442,Success,,7/26/2024,Web
T257690,U13149,M1435,NGN 29101,Pending,Card,5/28/2025,Web
T806017,U14026,M1223,NGN 13543,FAILED,USSD,4/8/2026,Web
T745543,U13177,M1429,33363,success,USSD,10/6/2024,POS
T730145,U13093,M1086,5169,success,Transfer,12/3/2025,Web
T387458,U12037,M1366,26648,success,,11/22/2025,Web
T819839,U14614,M1124,NGN 1690,Success,,1/5/2025,Mobile
T699425,U12827,M1184,25584,Success,,20/07/2025,POS
T544740,U10732,M1223,29284,FAILED,Transfer,2/12/2025,Web
T601775,U11295,M1086,₦17130,success,Card,31/12/2024,Web
T897662,U11872,M1046,NGN 3244,success,Card,7/8/2024,POS
T152497,U12051,M1040,NGN 36329,FAILED,,8/26/2024,Web
T557067,U12281,M1445,₦9382,success,,11/3/2026,Mobile
T170022,U11899,M1446,₦34212,Success,Transfer,11/12/2024,POS
T543824,U11375,M1120,₦30918,success,Card,7/7/2024,Mobile
T956990,U11464,M1273,₦17732,Pending,USSD,11/30/2025,Mobile
T659580,U11530,M1125,₦10108,FAILED,Transfer,2/6/2024,POS
T625245,U14132,M1458,₦1457,Pending,Transfer,5/2/2024,Mobile
T263482,U11083,M1123,NGN 30840,FAILED,USSD,2/1/2026,Mobile
T283652,U10900,M1365,₦29915,success,Card,2/16/2025,Web
T100601,U12352,M1235,NGN 9006,Pending,,7/10/2024,POS
T523518,U14301,M1238,NGN 47694,FAILED,,31/12/2025,POS
T275002,U14121,M1439,26817,success,Card,10/23/2025,Mobile
T485353,U12444,M1059,NGN 39408,Pending,,28/11/2025,Web
T125035,U12576,M1249,₦24585,Success,Transfer,4/11/2025,POS
T254319,U13685,M1442,NGN 49274,success,USSD,25/06/2024,Mobile
T117173,U11860,M1462,9426,FAILED,,25/11/2025,Web
T587802,U13043,M1451,₦46819,Pending,Transfer,30/09/2024,Mobile
T252607,U10829,M1151,16180,Success,USSD,7/3/2026,Web
T554434,U10639,M1306,42923,FAILED,,9/28/2024,Web
T469604,U12715,M1099,4540,success,Card,3/22/2026,Mobile
T845647,U14600,M1138,₦48880,Success,Transfer,4/26/2024,POS
T125312,U13672,M1206,24431,Pending,USSD,5/22/2025,Web
T485841,U10417,M1410,NGN 18772,Success,,7/4/2026,Web
T137912,U14489,M1373,NGN 33783,Success,Transfer,14/02/2026,Web
T848967,U13603,M1374,NGN 43394,FAILED,Transfer,9/29/2025,Mobile
T746839,U13144,M1141,6207,success,Card,7/14/2025,Web
